EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
050564976,NEW HOPE CHURCH,% CHRISTIAN CHURCH RALPH PHARES,PO BOX 399,XENIA,OH,45385-0399,0000,03,3,7100,200509,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
050571785,CLEAN CITY OF WILLOUGHBY INC,% PAULA A YESIOLOWSKI,1 PUBLIC SQ,WILLOUGHBY,OH,44094-7827,0000,03,3,1000,200403,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,C50,
050572897,WORKING IN SENIOR HOUSING OF SOUTH CUMMINSVILLE,% DON BARKER,1814 DREMAN AVE,CINCINNATI,OH,45223-2319,0000,03,3,1000,200312,1,15,000000000,1,01,202412,6,4,01,0,12,1275723,185283,185283,L22,
050575379,NATIONAL SUBCONTRACTORS ALLIANCE INC,,5514 DIAMOND CREEK DR,MEDINA,OH,44256-6246,0000,06,3,2000,200308,2,00,000000000,1,01,202312,0,0,02,0,12,0,0,0,S41,
050577109,INDIAN SPRINGS PARENT TEACHER ORGANIZATION,% PTO TREASURER,3828 HOME RD,POWELL,OH,43065-9757,0000,03,3,1000,200606,1,16,000000000,5,01,202407,3,3,01,0,07,44334,63664,46707,B94,
050583699,TOASTMASTERS INTERNATIONAL,% CLEVELAND CLINIC TOASTMASTERS,38220 MCDOWELL DR,SOLON,OH,44139-4685,0820,03,9,2000,194505,1,16,059319000,1,01,202312,0,0,02,0,12,0,0,0,,597775 CLEVELAND CLINIC TOASTMASTER
050584982,THRUST FORTH MINISTRIES INC,% PASTOR KEVIN BROWN,1990 NORTHCLIFF DR,COLUMBUS,OH,43229-5343,0000,03,3,1270,201905,1,10,000000000,1,01,202212,0,0,06,0,12,0,0,0,X20,
050590212,RICKENBACKER-WOODS TECHNOLOGY MUSEUM AND HISTORICAL PARK INC,% MICHAEL AARON,1330 E LIVINGSTON AVE,COLUMBUS,OH,43205-2854,0000,03,3,2000,201706,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,A50,
050592013,LICKING RURAL ELECTRIFICATION INC,,1500 GRANVILLE RD,NEWARK,OH,43055-1536,3530,12,9,1000,193712,2,00,000000000,5,01,202312,8,7,01,0,12,34124946,7796769,7796769,,NGO TRANSMISSION COOPERATIVE
050593036,RIDGEWOOD WETLAND ASSOCIATION INC,% DAN EGGAN,101 W 4TH ST,W LAFAYETTE,OH,43845-1305,0000,03,3,1000,201404,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,D31,
050594800,THE OHIO STATE UNIVERSITY,% JAMES LOUDON,325 W STATE STREET,GEORGETOWN,OH,45121-1229,5925,03,9,2000,201305,1,15,149349000,5,01,202412,0,0,02,0,12,0,0,0,O52,GEORGETOWN HOOVES & HALTERS 4-H CLU
050594864,RIVERWOODS ANIMAL LEAGUE,% RONDA PIATT,34725 BARBER RIDGE RD,LEWISVILLE,OH,43754-9472,0000,03,3,4000,200404,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,D20,
050596235,CHURCH OF THE GOOD SHEPHERD ASSEMBLY OF GOD,,3605 STATE ROUTE 123,FRANKLIN,OH,45005-9712,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,MONTGOMERY ASSEMBLY OF GOD
050597118,OHIO TRANSFER COUNCIL,% MARK CORTEZ,5878 SAUCONY DR,HILLIARD,OH,43026-8727,0000,03,3,2000,200510,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,B60,
050599137,PROJECT PROSPERITY AND FAITH INC,% RODNEY ALLEN,790 GRIGGS AVE,COLUMBUS,OH,43223-2394,0000,03,3,1200,200503,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,O50,
050599537,SKUNK HAVEN SKUNK RESCUE SHELTER AND EDUCATION INC,% DEBORAH K CIPRIANI,32072 CENTER RIDGE RD,N RIDGEVILLE,OH,44039-2445,0000,03,3,4000,200501,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D20,SKUNK HAVEN
050603485,GRANGER ELEMENTARY PARENT-TEACHER ORGANIZATION,,1724 WILBUR RD,MEDINA,OH,44256-8403,0000,03,3,1200,202204,1,16,000000000,5,01,202406,3,3,01,0,06,41571,55520,42664,B94,
050605101,KAPPA KAPPA GAMMA FRATERNITY INC,,6640 RIVERSIDE DR STE 200,DUBLIN,OH,43017-9535,0894,07,9,1000,194510,2,00,059036040,5,01,202406,0,0,02,0,06,0,0,0,,THE GOLDEN KEY
050608204,CAMP UNION,% JESSIE HENRY,PO BOX 86,W MANSFIELD,OH,43358-0086,0000,03,3,1200,201812,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,X20,
050608490,MIDVIEW YOUTH FOOTBALL,% DAVID GOOCH,PO BOX 94,GRAFTON,OH,44044-0094,0000,03,3,1200,200602,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,N65,
050613726,KINGS ATHLETIC BOOSTER CLUB,% SHANNON MCKELVEY,5500 COLUMBIA RD,KINGS MILLS,OH,45034-1749,0000,03,3,1000,200503,1,16,000000000,5,01,202306,4,5,01,0,06,391684,892808,892808,B11,
050618579,KINGDOM OF GOD,% JEFFREY SANDIDGE,677 CEDARHILL DR,CINCINNATI,OH,45246-1405,0000,03,3,7000,200905,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
050620722,EDON UNITED METHODIST CHURCH,% PEGGY DISBRO,PO BOX 306,EDON,OH,43518-0306,2573,03,9,7100,197410,1,10,000000000,5,01,201212,0,0,06,0,12,,,,,
050621253,UPFRONT LIVE,% EARNESTINE HILL,714 ELIZABETH ST,CINCINNATI,OH,45203-1437,0000,03,3,1000,200803,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A30,OSUN PRODUCTIONS
050622420,MENTOR YOUTH CHEERLEADING ASSOCIATION,% MARIA SORG,4725 ROBINWOOD DR,MENTOR,OH,44060-1148,0000,03,3,2000,200707,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,N60,
050623887,UNITED STATES BOWLING CONGRESS INC,% MARK A OVERLY,2454 US HIGHWAY 68 N,BELLEFONTAINE,OH,43311-9379,4348,03,9,1000,200409,1,16,000000000,1,01,202407,0,0,02,0,07,0,0,0,N70,80810 BELLEFONTAINE USBC
050624684,CHRIST DWELLING PLACE MINISTRY,% ALICE PARKMAN,3048 GERWIG AVE,YOUNGSTOWN,OH,44505-4410,0000,03,3,7000,201709,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
050624847,NEW GENESIS CHURCH,% LEVI BUTTS,4642 E 162ND ST,CLEVELAND,OH,44128-3234,0000,03,3,7000,200511,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
050625737,ROSE RUN PRESBYTERIAN CHURCH,% JAMES A WILSON,PO BOX 524,NEW ALBANY,OH,43054-0524,1617,03,9,7000,196401,1,10,001029000,5,01,,0,0,06,0,12,,,,,
050627828,AMERICAN SOCIETY OF HIGHWAY ENGINEERS,% JULIE BURKERT,333 E FEDERAL ST,YOUNGSTOWN,OH,44503-1821,1869,06,9,2000,196704,0,00,000000000,0,01,,0,0,02,0,05,,,,,GREAT LAKES REGION
050632994,FRIENDS OF WARREN COUNTY PARK DISTRICT,% KATHY SCHROEDER,1267 N STATE ROUTE 741,LEBANON,OH,45036-9746,0000,03,3,1000,200606,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,N113,
050634743,GREEN HISTORICAL SOCIETY,% GREEN HISTORICAL SOCIETY,PO BOX 533,GREEN,OH,44232-0533,0000,03,3,1200,201101,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A80,
050634977,RAWSON VOL FIRE DEPARTMENT,% PATRICK A SADOWSKI,PO BOX 368,RAWSON,OH,45881-0368,0000,03,3,1000,201109,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,M24,
056035605,DELTA ZETA SORORITY,,202 E CHURCH ST,OXFORD,OH,45056-1320,0310,07,9,1000,196801,2,00,036000000,5,01,202106,1,3,02,0,06,,,,,BETA ALPHA CHAPTER
060053040,REDEEMER,,2431 GERMANTOWN ST,DAYTON,OH,45417-3627,9386,03,9,7000,198804,1,10,000000000,1,01,,0,0,06,0,12,,,,,
060529307,DOWNTOWN TOLEDO DEVELOPMENT CORPORATION,,300 MADISON STE 0110,TOLEDO,OH,43604-1561,0000,03,3,2000,200505,1,15,000000000,1,01,202312,6,6,01,0,12,2372766,1624774,1451269,A40,
060997838,KNIGHTS OF COLUMBUS,% MARTIN RALL,21 S HENRY ST,DELAWARE,OH,43015-2322,0188,08,9,1000,194010,1,00,036029265,5,01,202312,2,4,01,0,12,19860,112750,62102,X03,1056 DELAWARE COUNCIL
061022373,EASTERN PAIN ASSOCIATION INC,% MICHELLE BYERS,392 ALLEN ST,LEBANON,OH,45036-7647,0000,03,3,1000,202504,1,15,998000000,1,01,202412,3,3,01,0,12,45380,83313,83313,E03,
061071077,DELTA ZETA SORORITY,% ANDREA ROGERS REGION 1,202 E CHURCH ST,OXFORD,OH,45056-1320,0310,07,9,1000,197012,2,00,036319349,5,01,,0,0,02,0,06,,,,,GAMMA BETA CHAPTER
061097917,KAPPA KAPPA GAMMA FRATERNITY INC,,6640 RIVERSIDE DR STE 200,DUBLIN,OH,43017-9535,0894,07,9,1000,194510,2,00,059036000,5,01,202406,0,0,02,0,06,0,0,0,,FAIRFIELD COUNTY ALUMNAE ASSOC
061164885,MATTHEWS BOAT OWNERS ASSOCIATION INC,,225 E STATE ROUTE 14,COLUMBIANA,OH,44408-8490,0000,07,3,1000,201410,2,00,119120000,5,01,202412,0,0,02,0,12,0,0,0,N50,
061251981,OHIO LUTHERAN CAMPUS MINISTRY INC,% GEORGE GAISER,944 DUSSEL RD,KENT,OH,44240-0000,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,12,,,,,
061263219,MASJID NUR,% MOHAMMED YOUNUS ALI,PO BOX 14643,CLEVELAND,OH,44114-0643,0000,03,3,1000,199112,1,10,001000000,1,01,,0,0,06,0,12,,,,,MAJID NUR
061308676,PETERMAN AND DEMINICO FAMILY FOUNDATION INC,% HILDA SLOAN,10 MURWOOD DR,MORELAND HLS,OH,44022-1171,0000,03,3,2000,199106,1,04,160000000,3,01,202412,4,3,00,1,12,301345,78770,,,
061327905,INTERNATIONAL SUN DO ASSOCIATION,,5059 GRANDVIEW PL,CINCINNATI,OH,45212-2233,0000,03,3,2000,199804,1,15,995149000,1,01,202409,4,3,02,0,09,461379,32966,32966,B992,
061336067,AMERICAN PEDIATRIC SURGERY MANAGERS ASSOC,%,3734 BACKSTRETCH WAY,GROVE CITY,OH,43123-2262,0000,06,3,1000,199606,2,00,205000000,5,01,202406,0,0,02,0,06,0,0,0,,
061379348,ROSE S AND SISTO R CASTALDI SCHOLARSHIP FUND,% TRUST COMPANY OF CT,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,3,1000,199411,1,04,040000000,2,01,202412,3,2,00,1,12,60186,11027,,,
061464510,NEW ENGLAND LAND TITLE ASSOCIATION INC,% CATHY L JONES,1201 DUBLIN RD,COLUMBUS,OH,43215-1045,0000,06,3,2000,200012,2,00,000000000,1,01,202408,3,4,01,0,12,81657,141873,141873,S41,
061489095,THE DAVID W KNAPP CHARITABLE FOUNDATION,% FIRST NIAGARA PRIVATE CLIENT SERV,4900 TIEDEMAN ROAD OH-01-49-0381,BROOKLYN,OH,44144-2338,0000,03,0,1000,000000,0,04,928000000,0,12,202412,2,3,00,1,12,20000,26055,,,MARLOWE DENNIS H TTEE
061498594,WIRE AND CABLE INDUSTRY SUPPLIERS ASSOCIATION INC,% M EDWARD FENTON,1741 AKRON PENINSULA RD,AKRON,OH,44313-5157,0000,06,3,2000,199902,2,00,000000000,1,01,202312,3,2,02,0,12,45000,21363,21363,S41,W C I S A
061638227,OHIO SCHOOL BASED HEALTH CARE ASSOCIATION INC,% THANE LORBACK TAYLOR ELEMENTARY,1354 OBSERVATORY DR,CINCINNATI,OH,45208-2504,0000,03,3,1200,202507,1,15,000000000,1,01,,0,0,01,0,12,,,,B01,
061644352,UNION GROVE COMMUNITY DEVELOPMENT CORPORATION,% BOARD OF TRUSTEES,8932 QUINCY AVE,CLEVELAND,OH,44106-3410,0000,03,3,1000,200211,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,S30,
061646132,CENTRAL OHIO BRASS BAND,% TONY ZILINCIK,PO BOX 307166,COLUMBUS,OH,43230-7166,0000,03,3,1200,200404,1,16,000000000,1,01,202408,0,0,02,0,08,0,0,0,A20,C O B B
061647674,FRIENDS OF RUSSIAN ORPHANS,% LISA A WURSTER,7557 WIND RIVER DR,SYLVANIA,OH,43560-4319,0000,03,3,1000,200301,1,15,000000000,1,01,202412,3,1,02,0,12,96210,2213,2213,Q33,
061648389,SOUL FOUNDATION,% JESSE HINES,3089 HOGAN WAY,COLUMBUS,OH,43219-1679,0000,03,3,2100,200304,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B99,
061649717,VICTORY IN GOD CHURCH INC,% HEATHER WOLF ELLISON,6808 SHAKER RD,FRANKLIN,OH,45005-0000,0000,03,3,7000,200305,1,10,000000000,1,01,,0,0,06,0,12,,,,T20,MERCY MINISTRIES
061653765,ALCHEMY INC,% GENE SCRUGGS,PO BOX 4041,COPLEY,OH,44321-0041,0000,03,3,1000,200311,1,15,000000000,1,01,202406,3,4,01,0,06,51579,399357,399357,P30,
061655608,GREAT LAKES TRENCHLESS ASSOCIATION GLTA,,6870 LICKING VALLEY RD,FRAZEYSBURG,OH,43822-9563,0000,12,3,2000,201501,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,S41,
061657773,AMERICAN CENTER FOR GERMAN CULTURE,% STEVEN MAURER,1304 NORWELL DR,COLUMBUS,OH,43220-3957,0000,03,3,1000,200301,1,16,000000000,1,01,202312,4,3,02,0,12,485313,44192,44192,A23,
061660472,FULL GOSPEL JESUS CHURCH,% WILLIE SIZEMORE,5621 NIKE DR,HILLIARD,OH,43026-9579,0000,03,3,7000,200308,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
061661177,MERCAZ INC,% BRETT STERN,3201 E GALBRAITH RD,CINCINNATI,OH,45236-1307,0000,03,3,7200,200703,1,16,000000000,1,01,,0,0,13,0,06,,,,X30,
061661997,WILLIAM & RUTH KELLY FAMILY FOUNDATION,% JAMES C KELLY,3593 MEDINA RD STE 257,MEDINA,OH,44256-8182,0000,03,3,1000,200302,1,04,000000000,1,01,202412,6,4,00,1,12,1121609,111315,,T21,
061663070,OVER-THE-RHINE REVITALIZATION CORPORATION,% JULIE CLAYTON,1225 MAIN ST,CINCINNATI,OH,45202-7611,0000,03,3,1000,200303,1,15,000000000,1,01,202312,3,4,01,0,12,87970,138922,53567,S31,
061663681,HURON HIGH SCHOOL ALUMNI ASSOCIATION,% MICHAEL F HEYDINGER,PO BOX 112,HURON,OH,44839-0112,0000,03,3,2000,200307,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P84,
061665653,MADISON COUNTY VINEYARD INC,,106 OLIVE ST,LONDON,OH,43140-1326,0000,03,3,7000,200503,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,MADISON NAGEL TRSR
061669162,LEONOWICH FAMILY FOUNDATION,% STANLEY LEONOWICH,214 HIGHLAND PARK DR,ELYRIA,OH,44035-8852,0000,03,3,1000,200304,1,04,000000000,1,01,202412,4,3,00,1,12,288862,28623,,T20,
061670849,KAPPA KAPPA GAMMA FRATERNITY INC,,6640 RIVERSIDE DR STE 200,DUBLIN,OH,43017-9535,0894,07,9,1000,194510,2,00,059036040,5,01,202406,0,0,02,0,06,0,0,0,,NORTH SOUND ALUMNAE ASSOCIATION
061672111,UNITED FAITH COMMUNITY CHURCH,,PO BOX 172,PATASKALA,OH,43062-0172,1593,03,9,7000,196308,1,10,029002000,5,01,,0,0,06,0,12,,,,,
061673773,SON RISE COMMUNITY CHURCH,% COLUMBA NIBORO,5025 RAMBO LN,TOLEDO,OH,43623-1834,1894,03,9,7000,196709,1,10,029000000,5,01,,0,0,06,0,12,,,,,
061683883,ELM BALL ASSOCIATION,% CHELSEY BAILEY,PO BOX 162,EAST LIBERTY,OH,43319-0162,0000,03,3,1200,201204,1,16,000000000,5,01,202502,0,0,02,0,02,0,0,0,N63,
061684475,ACKER-MOORE MEMORIAL FUND INC,% GEORGE FISHER,3733 FISHCREEK RD,STOW,OH,44224-4303,0000,03,3,1000,200703,1,15,000000000,1,01,202412,4,4,01,0,12,117938,201423,201423,W30,
061685287,LIVING WATERS WORSHIP CENTER,% MARK WILKINSON,198 FULTON ST,WILMINGTON,OH,45177-1699,0000,03,3,7000,201011,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
061688137,RIVER OF LIFE CHURCH,% ALVIN SANDERS JR,2000 CENTRAL PKWY,CINCINNATI,OH,45214-2300,1729,03,9,1000,196504,1,10,059927602,5,01,,0,0,06,0,12,,,,,
061693289,STARK COUNTY FEDERATION OF CONSERVATION CLUBS,% MICHAEL W RUTLEDGE,6323 RICHVILLE DR SW,CANTON,OH,44706-3131,0000,03,3,1200,201305,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D30,
061693676,THE OHIO STATE UNIVERSITY,% ELIZABETH BETTS,33692 STATE ROUTE 78,LEWISVILLE,OH,43754-9484,5925,03,9,2000,201305,1,15,149349000,5,01,202412,0,0,02,0,12,0,0,0,O52,WILD & CRAZY KIDS 4-H CLUB OF MONRO
061695715,CINCINNATI POLICE ACTIVITIES LEAGUE,% LT JOSEPH WILLIAMS,2647 AMBASSADOR DR,CINCINNATI,OH,45231-1869,0000,03,3,1000,200306,1,15,000000000,1,01,202312,3,2,02,0,12,48726,21010,21010,O20,
061697834,MIAMI UNIVERSITY MENS RUGBY FOOTBALL CLUB ALUMNI ASSOC INC,% TOM CAMPBELL,1143 GLEN ECHO LN,MILFORD,OH,45150-2271,0000,03,3,1000,200307,1,15,000000000,1,01,202406,4,3,01,0,06,176116,58260,58260,N116,MU RFC AA
061702246,YOUTH MENTORING AND AT RISK INTERVENTION,% YMARI INC,2092 WASHINGTON DR,RICHMOND HTS,OH,44143-1357,0000,03,3,1000,201102,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,O50,YMARI
061702385,ROTOLU CHILDRENS HOME INC,% RICK GILLESPIE MOBLEY,11321 PARKLAWN DR,CLEVELAND,OH,44108-2668,0000,03,3,2000,200311,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B80,
061705197,RIVER OF FAITH INTERNATIONAL HARVEST,% LISA M SETZER,854 OLD US 52,NEW RICHMOND,OH,45157-9721,0000,03,3,7000,200406,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
061705499,NATIONAL COALITION FOR LITERACY,% SUSAN L Q FLAHERTY,1662 BALTIMORE RD NW,LANCASTER,OH,43130-8813,0000,03,3,2100,200310,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B92,
061708088,LIFE ENRICHING COMMUNITIES FOUNDATION,,6279 TRI RIDGE BLVD STE 340,LOVELAND,OH,45140-8320,0000,03,3,1000,200407,1,17,000000000,1,01,202312,9,8,01,0,12,133021602,20917931,6010214,P197,
061710347,URBAN MINORITY ALCOHOLISM AND DRUG ABUSE OUTREACH PROGRAM OF FRANKLIN,% LESLIE COMEDY,65 PARSONS AVE,COLUMBUS,OH,43215-3978,0000,03,3,2100,200402,1,15,000000000,1,01,202312,4,5,01,0,12,175525,852976,852976,F20,
061713893,DUGOUT CLUB UNLIMITED INC,% DAVID BARNEY,974 STATE ROUTE 551,WAVERLY,OH,45690-9045,0000,03,3,2100,200611,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,N116,
061720847,ASSOCIATION OF NURSES IN AIDS CARE,% PAMELA WILLIAMS,11230 CLEVELAND AVE NW UNIT 986,UNIONTOWN,OH,44685-5350,4338,03,9,2100,200409,1,15,000000000,5,01,,0,0,01,0,12,,,,E029,BATON ROUGE CHAPTER
061721168,MOORTHY CHARITAGLE FOUNDATION,% SINN E MOORTHY,10845 WINCHCOMBE DR,DUBLIN,OH,43016-9405,0000,03,3,1000,200405,1,04,000000000,2,01,202412,4,2,00,1,12,151832,24905,,T22,
061725244,WORSHIP CENTER OF CENTRAL OHIO,% TINA VALENTINE,PO BOX 360701,COLUMBUS,OH,43236-0701,0000,03,3,7000,200412,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
061732535,BLUFFTON COMMUNITY PRESCHOOL INC,% H AND K FINANCIAL SERVICES,112 N MAIN ST,BLUFFTON,OH,45817-1246,0000,03,3,2000,200609,1,11,000000000,1,01,202506,1,3,02,0,06,7835,42119,42119,B210,
061740028,GRAND VALLEY ELEMENTARY PTO INC,% ELLEN WINER,111 GRAND VALLEY AVE WEST,ORWELL,OH,44076-9437,0000,03,3,1000,201002,1,16,000000000,1,01,202404,0,0,02,0,04,0,0,0,B94,
061742119,CAREGIVERS HELPER INC,% IBIFAA BOB-MANUEL,1182 CLAYCRAFT RD,GAHANNA,OH,43230-6640,0000,03,3,1000,200601,1,15,000000000,1,01,202412,6,6,01,0,12,1023450,1041410,1041410,P30,
061744128,ART SONG FESTIVAL,,11021 EAST BLVD,CLEVELAND,OH,44106-0000,0000,03,3,1200,200510,1,15,000000000,1,01,202306,0,0,02,0,06,0,0,0,A68,
061744765,INTERNATIONAL MAILLARD REACTION SOCIETY,% DAVID SELL,2103 CORNELL RD,CLEVELAND,OH,44106-3860,0000,03,3,1000,200512,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,G039,IMARS
061745753,IAMCP-UNITED STATES INC,% RAY PAGANINI,6155 GRANDRIDGE POINTE DR,CONCORD TWP,OH,44077-9767,5324,06,9,1000,200502,2,00,000000000,5,01,,0,0,01,0,06,,,,S41,CLEVELAND
061748318,UNITED STATES BOWLING CONGRESS INC,% STEVEN SNYDER,1871 WISE RD,NORTH CANTON,OH,44720-1223,4348,03,9,1000,200409,1,16,000000000,1,01,202407,0,0,02,0,07,0,0,0,N70,86330 SUMMIT COUNTY USBC
061752324,VOLUNTEER FRIENDS FOR THE MASON LIBRARY,% VFML,200 READING RD,MASON,OH,45040-1636,0000,03,3,1200,200512,1,16,000000000,1,01,202506,0,0,02,0,06,0,0,0,B117,
061753667,UNITED STATES BOWLING CONGRESS INC,% ROBERTA BOBBITT,83 N MAIN ST,JEFFERSONVLLE,OH,43128-9521,4348,03,9,1000,200409,1,16,000000000,1,01,202407,0,0,02,0,07,0,0,0,N70,86780 WASHINGTON CH USBC
061755886,JACKSON YOUTH BASKETBALL ASSOCIATION,% STEPHEN P GRIFFIN,PO BOX 36046,CANTON,OH,44735-6046,0000,03,3,2000,200602,1,15,000000000,1,01,202412,4,4,01,0,12,139974,301172,262424,N62,
061756172,BELMONT AVENUE COMMUNITY CHURCH,% GARY LAMBERT,1119 BELMONT AVE,MANSFIELD,OH,44906-3911,0000,03,3,7100,200707,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
061757144,ACTIVITY CLUB OF THOMAS WORTHINGTON HIGH SCHOOL,% THOMAS WORTHINGTON HIGH SCHOOL,300 W DUBLIN GRANVILLE RD,WORTHINGTON,OH,43085-3527,0000,03,3,1200,201205,1,15,000000000,5,01,202306,0,0,02,0,06,0,0,0,O50,
061757168,PEPPERMINT PIG ANIMAL RESCUE,% BECKY PEVELER,8454 BEECHMONT AVE,CINCINNATI,OH,45255-4707,0000,03,3,4120,201204,1,16,000000000,1,01,202312,6,4,01,0,12,1224990,370579,370579,D20,
061758497,FREEDOM ASSEMBLY OF GOD,% JASON PATTERSON,5420 W HEISLEY RD,MENTOR,OH,44060-1751,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
061761293,UNITED STATES BOWLING CONGRESS INC,% IVAN LANIUS,1046 UNDERWOOD SOUTH DR,MARION,OH,43302-7045,4348,03,9,1000,200409,1,16,000000000,1,01,202407,0,0,02,0,07,0,0,0,N70,86601 NORTH CENTRAL OHIO USBC
061762193,UNITED HEARTS LIFE MISSION CENTERS INC,% MARY CLARK,3339 BROADVIEW RD,CLEVELAND,OH,44109-3315,0000,03,3,1200,200606,1,15,000000000,1,01,202412,2,3,01,0,12,14174,68296,68296,E40,
061766115,FOUNTAIN OF GRACE MINISTRIES INC,% FOG,3210 EAST 49TH STREET,CLEVELAND,OH,44127-1086,0000,03,3,1700,202209,1,16,000000000,1,01,202403,4,4,01,0,03,116000,116000,116000,Z99,
061767492,ANOINTED TEMPLE OF THE LIVING GOD,% MARY A WAGNER,184 BROOKHAVEN AVE,CINCINNATI,OH,45215-1034,0000,03,3,7000,200702,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
061767675,CHURCH FOCUS MINISTRIES INC,% MARK WASH,1542 CREEKSIDE RD,AMELIA,OH,45102-1676,0000,03,3,1000,200603,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,X99,
061768467,UNITED STATES BOWLING CONGRESS INC,% ROBERT HUSS JR,1516 STARR AVE,TOLEDO,OH,43605-2477,4348,03,9,1000,200409,1,16,000000000,1,01,202407,4,4,01,0,07,104027,139569,136891,N70,80734 GREATER TOLEDO USBC
061768749,JEFFERSON COMMUNITY CENTER INC,% TINA LISTON,8996 BLUE CREEK RD,BLUE CREEK,OH,45616-9047,0000,04,3,3000,200605,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,N31,
061775104,ST PETER LUTHERAN CHUCH,% HUGH B BERRY,3640 OLDTOWN VALLEY RD SW,NEW PHILA,OH,44663-7956,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,12,,,,,
061778223,OHIO REGIONAL TRAINING CENTER,% THOMAS ROWLANDS,944 HUDSON XING,GRANDVIEW,OH,43212-3944,0000,03,3,1000,200812,1,15,000000000,1,01,202312,2,5,01,0,12,12003,526733,502522,N70,
061778396,GASP GUARDIANS ADVOCATING CHILD SAFETY AND PROTECTION,% DEBBIE REISS,53 UNIVERSITY AVE FL 4,AKRON,OH,44308-1608,0000,03,3,1200,200609,1,15,000000000,1,01,202312,3,3,01,0,12,40756,55213,46386,I73,GASP
061778959,GFWC BELPRE WOMANS CLUB,% SANDRA FULLER,1501 PUTNAM HOWE DR,BELPRE,OH,45714-2231,0000,03,3,1278,201411,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,S81,
061780173,T J S PLACE OF HOPE INC,% TANIS BRAINERD,85 E FRANKLIN ST,DAYTON,OH,45459-5952,0000,03,3,1000,200708,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,O50,
061782920,COMPASSIONATE COMMUNICATION CENTER OF OHIO,% JEFF BROWN,470 OLDE WORTHINGTON RD ST200 0637,WESTERVILLE,OH,43082-8985,0000,03,3,1000,200708,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,I20,
061782975,WAPAKONETA AREA JOB READY SITE COMMUNITY IMPROVEMENT CORP,% JOSEPH M GREEN CPA,PO BOX 1716,WAPAKONETA,OH,45895-0716,0000,06,3,2000,200801,2,00,000000000,1,01,202409,0,0,02,0,09,0,0,0,S31,
061784698,THE OHIO STATE UNIVERSITY,% MINDY PROTSMAN,2868 MOOREFIELD RD,SPRINGFIELD,OH,45502-8206,5925,03,9,2000,201305,1,15,000000000,5,01,202412,0,0,02,0,12,0,0,0,O52,2 HOT 2 TROT 4-H CLUB
